GeneName	NV_controlLung86	NV_controlLung87	NV_controlLung88	NV_controlLung89	NV_fer1Lung2	NV_fer1Lung3	NV_fer1Lung4	NV_fer1Lung10	NV_vehLung1	NV_vehLung2	NV_vehLung3	NV_vehLung4
ENSRNOG00000064012	24	12	7	7	2	10	5	42	16	7	9	8
ENSRNOG00000064013	16	22	21	16	17	24	23	100	19	25	19	20
ENSRNOG00000064014	29	32	33	29	21	23	10	93	36	17	7	14
ENSRNOG00000064015	203	140	72	68	81	135	182	615	177	119	88	164
SNORD116	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064017	5	3	1	0	1	3	1	5	5	2	1	0
Olr671	0	0	0	0	0	0	0	0	0	0	0	0
Ddx19b	507	599	542	508	393	839	1011	2607	848	765	449	713
Or10g6	0	0	0	0	0	0	0	0	0	0	0	0
U1	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064022	16	12	23	19	11	31	25	81	43	24	12	16
ENSRNOG00000064023	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064024	2	4	0	0	2	4	4	8	1	1	0	2
ENSRNOG00000064025	23	14	16	8	7	18	23	63	23	17	14	34
ENSRNOG00000064026	0	0	0	0	0	0	0	0	0	0	0	0
Rpp25l	195	186	148	173	100	194	279	760	226	191	131	237
ENSRNOG00000064028	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064029	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064030	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064031	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064032	0	4	3	2	1	4	3	6	1	3	2	1
Olr624	0	0	0	0	0	0	0	0	0	0	0	0
Olr81	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064035	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064036	411	535	435	449	256	488	828	2039	612	498	322	537
Hpse2	33	24	41	32	40	54	105	174	63	51	23	70
Or5m3b	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064039	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064040	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064041	15	16	0	8	35	143	15	25	33	354	58	3
ENSRNOG00000064042	0	0	0	0	0	2	0	0	0	0	0	0
ENSRNOG00000064043	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064044	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064045	0	0	0	0	0	0	0	0	0	0	1	0
Gphn	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064047	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064048	10	12	11	14	5	5	15	20	8	19	7	12
ENSRNOG00000064049	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064050	79	46	51	44	12	16	32	76	19	10	16	18
ENSRNOG00000064051	1	0	2	5	0	0	0	10	0	0	0	0
Kcna1	0	0	0	0	0	0	0	3	0	1	0	3
Ctxnd1	0	1	1	0	0	5	1	2	1	1	2	3
ENSRNOG00000064054	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064055	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064056	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064057	0	0	0	0	0	0	0	1	0	0	1	0
ENSRNOG00000064058	11	12	17	8	13	16	9	49	21	3	4	7
Olr155	0	0	0	0	0	0	0	1	0	0	0	0
ENSRNOG00000064060	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064061	56	19	12	0	4	10	17	183	15	3	41	12
ENSRNOG00000064062	0	0	0	0	0	0	0	0	0	0	2	0
ENSRNOG00000064063	12	8	24	25	12	11	26	94	19	9	13	18
ENSRNOG00000064064	0	0	0	0	0	0	0	0	0	0	0	0
Olr1410	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064066	1	4	1	0	1	1	4	5	6	8	1	1
ENSRNOG00000064067	3	0	5	1	1	1	1	5	3	3	1	5
Gm9195	0	0	0	0	0	0	0	0	0	0	0	0
Olr126	0	0	0	0	0	0	0	0	0	0	0	0
Tmem267	47	42	38	51	32	51	62	154	55	53	30	50
Olr404	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064072	0	0	0	0	0	0	0	0	0	0	0	0
U6	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064074	0	0	0	0	0	2	1	0	0	2	0	1
ENSRNOG00000064075	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064076	34	35	27	28	9	32	38	112	30	15	16	50
ENSRNOG00000064077	0	0	0	0	0	0	0	0	0	0	0	0
Olr1579	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064079	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064080	780	660	694	643	432	905	917	2944	922	762	428	708
ENSRNOG00000064081	1	8	3	1	2	6	4	2	9	3	2	5
ENSRNOG00000064082	0	0	0	0	0	0	0	0	0	0	0	0
Vom1r17	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064084	569	435	436	457	348	628	739	2183	709	661	462	514
ENSRNOG00000064085	4	0	0	0	2	0	1	2	0	0	0	0
ENSRNOG00000064086	20	20	1	5	4	7	16	157	33	88	57	27
Mir322-2	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064088	0	1	0	0	2	0	0	0	0	0	0	0
ENSRNOG00000064089	0	0	0	0	0	0	0	0	0	0	0	0
Tmsb10	4298	4238	3509	4061	4010	8752	10515	24668	9543	9105	5122	9163
Olr1389	0	0	0	0	1	0	3	0	0	0	0	1
U6	0	0	0	0	0	0	0	0	0	0	0	0
U2	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064094	0	0	0	0	0	0	1	1	0	0	0	0
ENSRNOG00000064095	0	2	0	0	1	0	0	3	2	0	0	0
ENSRNOG00000064096	14	11	7	11	11	14	32	80	13	26	12	14
ENSRNOG00000064097	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064099	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064100	0	5	0	2	0	2	2	4	7	1	0	2
ENSRNOG00000064101	0	0	1	0	1	0	2	0	0	0	0	0
U6	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064103	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064104	0	0	0	0	0	0	0	0	0	0	0	0
Rfxap	416	416	361	373	226	470	608	1727	564	429	240	538
ENSRNOG00000064106	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064107	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064108	4	1	1	1	0	6	0	6	0	0	2	2
ENSRNOG00000064109	0	0	0	0	0	0	0	2	0	0	0	0
U6	0	0	0	0	0	0	0	0	0	0	0	0
Tnip3	38	40	38	36	10	71	52	132	43	38	24	38
Arl5b	429	373	440	316	320	461	772	1992	505	555	301	333
ENSRNOG00000064113	1	1	3	1	2	13	14	31	13	10	14	10
Olr1196	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064115	0	0	0	0	0	0	0	0	0	0	0	0
U4	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064117	0	0	1	0	3	1	1	8	6	1	2	0
ENSRNOG00000064118	0	0	0	0	0	0	1	0	0	0	0	0
Timm8a1	278	254	293	241	154	340	332	810	433	345	207	325
ENSRNOG00000064120	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064121	1	3	3	1	0	0	0	4	0	4	0	6
ENSRNOG00000064122	49	46	52	23	22	70	61	239	58	59	50	64
Vom2r70	0	0	0	0	0	0	0	0	0	0	0	0
U4	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064125	0	1	3	2	0	2	5	19	2	7	3	4
U2	0	1	0	0	0	0	1	1	2	1	0	0
Olig3	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064128	0	0	0	0	0	0	0	1	0	0	0	0
ENSRNOG00000064129	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064130	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064131	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064132	456	430	362	350	259	494	640	1602	525	498	294	510
ENSRNOG00000064133	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064134	1	0	0	0	0	0	0	2	0	0	0	0
ENSRNOG00000064135	0	0	0	0	1	0	0	2	0	0	0	0
ENSRNOG00000064136	577	480	404	456	398	884	1012	2664	1298	1034	430	1373
ENSRNOG00000064137	1	5	3	5	3	4	14	22	6	1	6	2
ENSRNOG00000064138	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4a2	0	0	0	0	0	0	0	0	0	0	0	0
Pdzd11	17	9	4	3	5	8	10	49	13	16	7	5
ENSRNOG00000064141	0	0	0	0	0	0	0	0	0	0	1	0
ENSRNOG00000064142	61	58	41	73	101	203	259	466	164	185	101	159
ENSRNOG00000064143	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064144	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064145	3	10	8	3	4	6	10	25	5	4	6	9
Olr1581	0	0	0	0	0	0	0	1	0	0	0	0
ENSRNOG00000064147	0	0	0	0	6	3	5	2	0	1	1	0
ENSRNOG00000064148	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064149	139	115	125	83	55	144	120	383	116	119	53	116
ENSRNOG00000064150	0	0	0	0	0	0	1	1	0	1	0	0
ENSRNOG00000064151	1	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064152	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064153	7	9	2	2	1	0	3	3	4	5	1	5
Rassf10	68	81	75	80	53	60	80	322	60	179	40	74
5S_rRNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064156	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064157	9	4	4	14	2	18	16	59	11	3	9	2
ENSRNOG00000064158	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064159	0	0	0	0	0	0	0	0	1	0	0	0
ENSRNOG00000064160	13	5	7	3	13	17	26	29	50	34	8	38
ENSRNOG00000064161	2	2	2	0	0	2	1	11	0	0	0	1
U2	0	0	0	0	0	0	0	0	0	0	0	0
Olr1082	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064164	0	0	0	0	0	0	0	0	0	0	0	0
U6	0	0	0	0	0	0	0	0	0	0	0	0
Hmcn2	81	37	18	27	18	49	51	175	81	264	66	26
ENSRNOG00000064167	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064168	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064169	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064170	0	0	0	0	0	0	0	1	0	0	0	0
ENSRNOG00000064171	0	0	0	0	0	0	0	0	0	0	0	0
Mir450b-2	0	0	0	0	0	2	0	5	0	0	0	0
ENSRNOG00000064173	3	3	2	2	0	1	2	6	4	1	0	0
Olr917	0	0	0	0	0	0	0	0	0	0	0	0
U6	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064176	0	1	0	0	0	2	2	6	1	5	0	1
Zbtb41	277	293	265	221	167	354	384	1018	243	292	203	169
5_8S_rRNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064179	0	0	0	1	0	0	3	3	0	2	0	0
ENSRNOG00000064180	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064181	57	2	12	13	28	30	78	40	29	2	3	7
ENSRNOG00000064182	0	0	0	0	0	0	0	0	0	0	0	0
Amigo3	294	281	257	280	223	398	425	1179	452	470	194	516
Phf11b	60	10	160	7	64	43	19	74	114	39	44	126
5S_rRNA	0	0	0	0	0	0	0	0	0	0	0	0
Tagln3	11	7	14	17	11	21	54	50	56	39	10	31
U2	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064188	2	0	0	0	2	3	2	7	0	2	3	0
Or5b94	0	0	0	0	0	0	0	0	0	0	0	0
5S_rRNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064191	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064192	4	7	1	2	0	6	5	16	2	6	2	1
Olr702	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064194	0	0	0	0	0	0	0	2	0	0	0	0
ENSRNOG00000064195	39	34	39	33	23	43	74	158	45	42	13	40
Olr232	0	0	0	0	0	0	0	0	0	0	0	0
Olr1545	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064198	0	0	0	0	0	0	0	3	0	0	2	0
Stfa2	0	1	4	1	1	6	0	1	1	0	0	0
ENSRNOG00000064200	1532	1522	1376	1243	1153	1806	2070	6770	2113	1877	1123	1757
ENSRNOG00000064201	1	0	0	0	1	2	0	5	3	0	0	1
ENSRNOG00000064202	0	0	0	0	0	0	0	0	0	0	0	0
Olr825	0	0	0	0	0	0	0	0	0	0	0	0
Lpar3	595	764	569	814	491	807	883	2776	1134	910	457	559
St8sia6	14	23	14	11	13	22	45	37	18	29	13	12
Gm525	0	0	1	2	0	0	0	2	0	0	0	0
ENSRNOG00000064207	41	29	16	9	16	61	8	37	35	124	24	41
ENSRNOG00000064208	1	1	1	0	0	5	6	9	3	4	5	0
ENSRNOG00000064209	120	157	119	160	60	132	218	489	211	113	80	150
ENSRNOG00000064210	13	15	7	19	12	27	31	63	18	17	11	14
ENSRNOG00000064211	417	454	599	551	302	614	688	1709	1066	696	424	807
ENSRNOG00000064212	0	45	1	4	2	0	9	2	1	2	0	0
U6	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064214	6	10	8	4	2	7	20	36	9	8	11	9
ENSRNOG00000064215	1	0	0	0	0	0	0	1	0	0	0	0
ENSRNOG00000064216	6	0	0	1	1	7	4	14	4	8	3	3
ENSRNOG00000064217	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064218	0	5	1	1	0	0	0	0	2	2	1	0
ENSRNOG00000064219	1	0	0	2	1	4	0	2	3	4	0	1
ENSRNOG00000064220	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064221	0	0	0	0	0	0	0	1	0	0	0	0
Rpl35al1	3363	3009	2152	2759	2148	3342	3962	12835	4290	3817	1664	3808
ENSRNOG00000064223	0	0	0	0	0	1	0	1	0	0	0	0
ENSRNOG00000064224	151	127	125	130	50	95	163	537	157	105	81	91
ENSRNOG00000064225	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064226	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064227	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064228	1	15	15	23	133	317	357	97	502	326	218	4
ENSRNOG00000064229	7	0	0	0	0	0	4	3	1	2	0	1
ENSRNOG00000064230	1	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064231	2	2	0	1	1	4	2	15	4	4	3	1
ENSRNOG00000064232	107	97	125	84	72	152	166	528	117	115	74	102
Serf2	7112	6436	5802	5976	4708	8752	10964	27763	10733	8670	5833	8088
Olr1529	1	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064235	0	0	0	0	0	0	0	0	0	0	0	0
Olr268	0	0	0	0	0	0	0	0	0	0	0	0
Vom2r45	0	0	0	0	0	0	0	0	0	0	0	0
Rimklb	550	375	435	405	280	545	607	1925	710	521	257	436
ENSRNOG00000064239	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064240	1053	1103	977	1004	746	1402	1824	5077	1453	1170	909	1057
ENSRNOG00000064241	0	0	0	0	0	0	0	0	0	0	0	0
Olr348	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064243	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064244	7	19	22	27	12	12	27	87	19	27	5	17
ENSRNOG00000064245	33	11	13	20	21	11	14	51	4	46	23	26
ENSRNOG00000064246	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064247	2	0	0	0	0	1	0	0	1	1	1	1
Cdkn2d	278	237	259	279	199	430	434	1319	357	305	207	440
Olr365	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064250	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064251	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064252	0	0	2	0	0	0	0	2	0	1	0	0
ENSRNOG00000064253	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064254	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064255	94	83	89	69	37	179	213	528	167	152	48	131
U6	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064257	1	1	2	1	0	1	2	1	0	0	0	0
ENSRNOG00000064258	29	23	15	15	19	15	25	82	25	20	20	27
ENSRNOG00000064259	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064260	3	11	4	3	1	0	2	8	1	0	3	1
ENSRNOG00000064261	0	0	0	0	0	0	0	0	0	0	0	0
Tug1	21	23	33	28	25	39	56	125	33	25	27	22
ENSRNOG00000064263	0	0	0	0	0	0	0	0	0	0	0	0
Olr98	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064265	1	0	0	1	1	4	2	10	0	3	1	5
ENSRNOG00000064266	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064267	19	15	8	4	5	29	44	78	23	17	17	8
RGD1565560	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064269	2	0	0	0	0	0	0	3	0	3	0	1
ENSRNOG00000064270	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064271	0	2	0	1	1	5	1	4	3	1	1	3
5S_rRNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064273	0	0	0	1	0	0	0	0	0	0	0	0
ENSRNOG00000064274	0	0	0	0	0	0	0	0	0	0	0	0
Grpel2	679	570	553	608	336	733	825	2631	1021	742	462	602
ENSRNOG00000064276	3	7	1	10	3	11	4	21	4	14	0	5
ENSRNOG00000064277	9	1	8	7	3	8	21	64	34	9	4	20
ENSRNOG00000064278	0	0	0	1	0	2	0	0	0	0	1	0
U6	0	0	0	0	0	0	0	0	0	0	0	0
U4	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064281	41	41	52	62	39	65	76	236	59	58	33	59
ENSRNOG00000064282	5	3	8	0	1	18	7	47	15	3	10	7
ENSRNOG00000064283	10	11	6	12	10	25	12	53	26	29	17	22
ENSRNOG00000064284	227	72	77	62	118	121	123	360	113	104	41	183
ENSRNOG00000064285	2	0	0	5	0	5	1	1	4	2	3	1
ENSRNOG00000064286	0	0	0	0	0	0	0	0	0	0	0	0
U6	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064288	209	223	164	215	131	188	207	706	212	171	82	156
ENSRNOG00000064289	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064290	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064291	0	0	0	0	0	0	0	0	0	0	0	0
U7	0	0	0	0	0	0	0	0	0	0	0	0
Gdpgp1	222	205	196	200	116	238	309	839	294	272	139	210
Mdfic2	0	0	0	0	0	0	0	0	1	0	0	0
ENSRNOG00000064295	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064296	0	8	2	3	2	5	5	13	7	16	8	3
Gm24581	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064298	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064299	0	1	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064300	2	2	3	12	3	3	20	33	10	23	21	3
ENSRNOG00000064301	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064302	39	43	38	31	34	40	47	133	36	30	27	28
Muc3	0	0	0	0	0	0	0	0	0	0	0	0
Olr361	0	0	0	0	0	0	0	0	0	0	0	0
SNORA70	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064307	1	3	3	1	5	8	6	18	7	4	6	7
ENSRNOG00000064308	300	312	292	224	141	339	401	1022	414	327	170	339
ENSRNOG00000064309	164	128	120	122	67	92	141	333	182	154	65	152
ENSRNOG00000064310	0	0	0	0	0	0	0	0	0	0	0	0
5_8S_rRNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064312	152	163	167	130	107	172	276	617	150	206	127	111
SNORD116	0	0	0	0	0	0	0	0	0	0	0	0
Vom1r100	0	1	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064315	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064316	0	0	0	0	0	0	0	0	0	0	0	0
U4	0	0	0	0	0	0	0	0	0	0	0	0
Kmt5a	1495	1733	1589	1552	1070	2104	2530	6728	2185	2133	1308	1797
ENSRNOG00000064319	0	0	0	0	0	0	0	0	0	0	0	0
U6	0	0	0	0	0	0	0	3	0	0	0	0
Olr1468	0	0	0	0	0	0	0	0	0	0	0	0
Hoxa9	1	1	2	0	2	4	3	5	5	9	0	9
ENSRNOG00000064323	6	3	1	0	1	5	0	13	0	4	0	1
ENSRNOG00000064324	0	0	0	0	0	0	0	0	0	0	0	1
ENSRNOG00000064325	0	1	5	3	0	2	9	3	8	2	4	0
ENSRNOG00000064326	0	0	0	0	0	0	0	0	0	0	0	0
Mrgprb13	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064328	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064329	2	0	2	2	1	1	4	7	5	6	4	2
ENSRNOG00000064330	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064331	40	23	43	37	28	49	38	187	58	73	30	46
ENSRNOG00000064332	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064333	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064334	17	0	0	26	6	20	18	56	8	37	0	0
ENSRNOG00000064335	0	0	0	0	0	0	0	0	0	0	0	0
5S_rRNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064337	0	1	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064338	0	0	0	0	0	0	1	2	0	2	0	0
ENSRNOG00000064339	1	0	0	0	0	3	0	0	3	1	0	0
ENSRNOG00000064340	1	3	1	3	1	2	1	11	1	0	0	2
Urm1	524	480	450	473	353	580	708	2118	739	581	385	656
ENSRNOG00000064342	0	0	0	0	0	0	0	0	0	0	0	0
5S_rRNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064344	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064345	0	0	0	0	0	0	0	0	0	0	0	0
Olr768	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064347	0	0	3	0	0	2	0	3	2	2	5	0
ENSRNOG00000064348	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064349	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064350	2	1	0	0	2	2	1	9	4	0	1	1
ENSRNOG00000064351	0	0	0	0	0	0	0	0	0	0	0	0
5S_rRNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064353	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd30a	0	0	0	0	0	0	0	0	0	0	0	0
Fbxl12	506	465	411	480	259	554	647	1817	656	577	315	481
ENSRNOG00000064356	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064357	4	4	2	4	5	3	8	9	1	11	2	2
Olr1639	0	0	0	0	1	0	1	1	0	0	0	3
ENSRNOG00000064359	0	0	0	0	0	0	0	1	0	0	0	0
U2	2	0	1	0	1	3	1	0	0	1	0	3
ENSRNOG00000064361	1	0	1	0	1	2	3	8	2	3	1	1
Efnb2	1775	1602	1636	1459	466	592	937	2141	1084	566	345	363
ENSRNOG00000064363	5	4	3	2	2	11	1	9	0	6	2	5
U6	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064365	0	0	0	0	1	0	1	2	2	0	1	1
ENSRNOG00000064366	16	8	9	15	3	6	11	30	9	12	3	6
SNORD115	0	0	0	0	0	0	0	0	0	0	0	0
Cebpzos	203	217	177	177	127	236	300	803	275	228	183	216
Olr1378	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064370	0	0	1	0	1	0	2	2	1	4	3	0
ENSRNOG00000064371	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064372	0	0	0	0	0	0	3	1	6	0	3	0
NEWGENE_1309147	16	11	7	21	15	17	25	93	23	22	23	32
ENSRNOG00000064374	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064375	1	2	1	1	0	5	2	10	0	3	1	0
RGD1562660	0	3	1	1	2	9	5	15	8	8	1	7
Olr1049	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064378	0	0	0	0	0	0	0	0	0	0	0	0
U7	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064380	228	145	182	192	86	299	313	894	258	222	189	199
Abcg3l2	539	498	444	449	252	602	642	1569	556	575	399	456
ENSRNOG00000064382	0	0	1	1	0	2	0	2	1	0	0	0
Trpc5os	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064384	0	0	0	0	0	0	0	0	0	0	0	0
Ftl1	11490	10724	10086	10633	9169	20637	27090	60674	21869	17245	18012	18797
ENSRNOG00000064386	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064387	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064388	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064389	0	0	0	0	2	2	146	12	0	0	0	31
ENSRNOG00000064390	0	0	0	0	0	0	0	0	0	0	0	0
5S_rRNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064392	132	154	141	147	107	246	310	743	167	311	151	199
ENSRNOG00000064393	0	0	0	0	0	0	0	1	0	0	0	0
SNORD116	0	0	0	0	0	0	0	0	0	0	0	0
Olr1092	0	0	0	0	0	0	0	0	0	0	0	0
U2	0	0	0	0	0	0	0	0	0	0	0	0
RGD1564313	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064398	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064399	69	66	53	102	29	153	111	323	121	102	73	113
U7	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064401	3	2	0	1	0	9	3	5	0	0	3	0
ENSRNOG00000064402	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064403	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064404	0	0	0	0	0	0	0	0	0	0	0	0
5S_rRNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064406	0	0	0	0	0	0	0	2	0	0	0	0
Olr1500	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064408	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064409	0	1	2	0	0	0	2	0	0	0	1	0
ENSRNOG00000064410	11	7	4	6	7	4	9	18	5	10	3	7
Olr1206	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064412	10	4	0	8	5	3	10	12	3	9	9	4
ENSRNOG00000064413	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000064414	6	9	12	6	11	18	29	37	5	8	9	4
ENSRNOG00000064415	0	1	0	0	0	4	3	9	0	2	0	6
ENSRNOG00000064416	0	1	0	0	0	0	0	0	0	0	0	0
